Tweet Text,DateTime (GMT/UTC),Date (GMT/UTC),Time (GMT/UTC),Day of Week (GMT/UTC),Account DateTime,Account Date,Account Time,Account Day of Week,Geo Location,Retweet Count,Favorite Count,Platform,Status URL
"@DJCoulz, we love the realistic details in this crayon portrait!",06/02/2015 13:45:58,06/02/2015,13:45:58,Friday,06/02/2015 13:45:58,06/02/2015,13:45:58,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563695096823308288
"@mummytoboyz, we'd be happy to point you in the right direction! DM us w/ the product style # &amp; your full mailing address. :)",05/02/2015 18:43:38,05/02/2015,18:43:38,Thursday,05/02/2015 18:43:38,05/02/2015,18:43:38,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563407620275724288
"@vicki_arnold, thanks for the ♥!",05/02/2015 18:02:50,05/02/2015,18:02:50,Thursday,05/02/2015 18:02:50,05/02/2015,18:02:50,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563397349679312896
"@722prayers, we want to make this right! DM us w/ the style #, found on the packaging.",05/02/2015 15:57:36,05/02/2015,15:57:36,Thursday,05/02/2015 15:57:36,05/02/2015,15:57:36,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563365835889463296
"@MellonsAlexis, don't forget to follow us, so we can reply to your DM!",05/02/2015 13:59:55,05/02/2015,13:59:55,Thursday,05/02/2015 13:59:55,05/02/2015,13:59:55,Thursday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/563336220009578496
"@RenaissanceAtwn, We’re flattered-- This is our exception to crayons on the wall! Glad we could add some color to your local flair. :)",05/02/2015 13:56:12,05/02/2015,13:56:12,Thursday,05/02/2015 13:56:12,05/02/2015,13:56:12,Thursday,,1,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/563335283350196224
"@Pmirag22, don't forget to follow us, so we can reply to your DM. :)",05/02/2015 12:51:52,05/02/2015,12:51:52,Thursday,05/02/2015 12:51:52,05/02/2015,12:51:52,Thursday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/563319092216885248
"@AlliHeathe, of course! We look forward to hearing from you.",05/02/2015 12:44:09,05/02/2015,12:44:09,Thursday,05/02/2015 12:44:09,05/02/2015,12:44:09,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563317151738900481
"@CoCo_Puhff, you can find tickle me pink in a 64 ct. pack. We hope this helps!",05/02/2015 12:42:51,05/02/2015,12:42:51,Thursday,05/02/2015 12:42:51,05/02/2015,12:42:51,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563316824109244416
"@MellonsAlexis, not to worry, we want to help! DM us w/ your full mailing address.",05/02/2015 12:37:36,05/02/2015,12:37:36,Thursday,05/02/2015 12:37:36,05/02/2015,12:37:36,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563315503700389888
"@oliviaXOsamberg, that's not fun! What color is it? Can you share a picture w/ the cap off?",05/02/2015 12:35:37,05/02/2015,12:35:37,Thursday,05/02/2015 12:35:37,05/02/2015,12:35:37,Thursday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/563315004305592321
"@ProduceJenn, we ♥ seeing art in action! Keep up the colorful and creative work.",05/02/2015 12:33:33,05/02/2015,12:33:33,Thursday,05/02/2015 12:33:33,05/02/2015,12:33:33,Thursday,,1,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/563314483373035520
"@Pmirag22, we want to make this right! DM us w/ the style #, found on the packaging.",04/02/2015 19:31:53,04/02/2015,19:31:53,Wednesday,04/02/2015 19:31:53,04/02/2015,19:31:53,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563057373284429825
"@Tayswiftsong, you should be able to find them at most of your major retail stores! We hope this helps!",04/02/2015 19:15:16,04/02/2015,19:15:16,Wednesday,04/02/2015 19:15:16,04/02/2015,19:15:16,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563053190011449344
"@UTubersFans, sorry about that! Feel free to try again, now. :)",04/02/2015 18:49:30,04/02/2015,18:49:30,Wednesday,04/02/2015 18:49:30,04/02/2015,18:49:30,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563046708423446529
"@c_wain2706, we're sorry to hear about your experience. Feel free to DM us w/ any additional information you would like to share.",04/02/2015 18:46:06,04/02/2015,18:46:06,Wednesday,04/02/2015 18:46:06,04/02/2015,18:46:06,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563045849815863296
"@waffler, happy to help. Have a colorful day!",04/02/2015 18:19:14,04/02/2015,18:19:14,Wednesday,04/02/2015 18:19:14,04/02/2015,18:19:14,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563039088656539650
"@UTubersFans, that doesn't sound fun! We'd like to learn more. :) DM us w/ the product style # &amp; your full address.",04/02/2015 18:18:01,04/02/2015,18:18:01,Wednesday,04/02/2015 18:18:01,04/02/2015,18:18:01,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/563038782547853312
"@SmokeyGreyVol, don't forget to follow us, so we can reply to your DM!",04/02/2015 17:36:43,04/02/2015,17:36:43,Wednesday,04/02/2015 17:36:43,04/02/2015,17:36:43,Wednesday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/563028392124375041
Bring your @Barbie character to life with #ColorAlive and watch her stop the show! http://t.co/EMtDkbDFXJ,04/02/2015 17:30:27,04/02/2015,17:30:27,Wednesday,04/02/2015 17:30:27,04/02/2015,17:30:27,Wednesday,,20,55,Twitter Ads,http://www.twitter.com/Crayola/status/563026812599431168
"@SmokeyGreyVol, that doesn't look like fun! DM us w/ your full mailing address, so we can make this right!",04/02/2015 17:16:52,04/02/2015,17:16:52,Wednesday,04/02/2015 17:16:52,04/02/2015,17:16:52,Wednesday,,2,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/563023396569882625
"@dawncandy, your little one must be extra strong. :)",04/02/2015 14:52:09,04/02/2015,14:52:09,Wednesday,04/02/2015 14:52:09,04/02/2015,14:52:09,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/562986973867290626
"@charliekeits, great question! Indigo is actually between blue and violet. We hope this helps!",04/02/2015 12:23:09,04/02/2015,12:23:09,Wednesday,04/02/2015 12:23:09,04/02/2015,12:23:09,Wednesday,,1,3,Wilke Global SMART,http://www.twitter.com/Crayola/status/562949476844072961
"@peltzmanrandall, after all this time, we're happy you remember your love for Crayola. :)",03/02/2015 20:45:39,03/02/2015,20:45:39,Tuesday,03/02/2015 20:45:39,03/02/2015,20:45:39,Tuesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/562713547550244868
"@kingcurt10, you can find the built-in sharpener on our 64 and 96 count crayon packs!",03/02/2015 16:38:50,03/02/2015,16:38:50,Tuesday,03/02/2015 16:38:50,03/02/2015,16:38:50,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/562651436644040708
"@AlexStrothman, not to worry! These look like they may have been manufactured at different times. :)",02/02/2015 19:10:46,02/02/2015,19:10:46,Monday,02/02/2015 19:10:46,02/02/2015,19:10:46,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/562327282128535552
"@TheStreetCircus, glad we could brighten your day with our Doodle Scents markers!",02/02/2015 18:57:32,02/02/2015,18:57:32,Monday,02/02/2015 18:57:32,02/02/2015,18:57:32,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/562323952383827968
"@petersmith223, we're sorry to hear this! DM us w/ the product style # and your full mailing address. :)",02/02/2015 16:52:56,02/02/2015,16:52:56,Monday,02/02/2015 16:52:56,02/02/2015,16:52:56,Monday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/562292598057238529
"@adorkablii, we love your new, colorful footwear. :)",02/02/2015 16:35:56,02/02/2015,16:35:56,Monday,02/02/2015 16:35:56,02/02/2015,16:35:56,Monday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/562288318046801920
"@ScrappyCampers, did you know two-thirds of Crayola products are made in the U.S., including nearly 3 billion crayons per year!?",02/02/2015 15:08:01,02/02/2015,15:08:01,Monday,02/02/2015 15:08:01,02/02/2015,15:08:01,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/562266193583955968
"@apanwon, you're very welcome!",02/02/2015 14:52:31,02/02/2015,14:52:31,Monday,02/02/2015 14:52:31,02/02/2015,14:52:31,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/562262290469498880
"@DawnCullo, we're big fans of their creativity. :) Glad we could add some color to their evening!",02/02/2015 14:51:27,02/02/2015,14:51:27,Monday,02/02/2015 14:51:27,02/02/2015,14:51:27,Monday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/562262023078412288
"@camharlin, such a young, budding artist with room to bloom! Thanks for sharing. :)",02/02/2015 13:44:52,02/02/2015,13:44:52,Monday,02/02/2015 13:44:52,02/02/2015,13:44:52,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/562245266502610944
"@colormedoTerra, we love that your little one is already creating colorful things with Crayola. :)",02/02/2015 13:39:34,02/02/2015,13:39:34,Monday,02/02/2015 13:39:34,02/02/2015,13:39:34,Monday,,1,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/562243933192089603
"@AlexStrothman, thanks for sharing. We'd like to learn more! Please DM us w/ the product style #. Can't wait to hear from you!",02/02/2015 13:26:00,02/02/2015,13:26:00,Monday,02/02/2015 13:26:00,02/02/2015,13:26:00,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/562240521503272960
"@cahill_christy, that is one of our favorite things to do! Happy coloring.",02/02/2015 12:42:46,02/02/2015,12:42:46,Monday,02/02/2015 12:42:46,02/02/2015,12:42:46,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/562229639687704576
"@srwegenast, these model magic creations are amazing! Thanks for sharing.",30/01/2015 17:37:01,30/01/2015,17:37:01,Friday,30/01/2015 17:37:01,30/01/2015,17:37:01,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/561216525668196353
"@danaleads, we ♥ your creative visualizing! It's great to see art in action.",30/01/2015 16:49:58,30/01/2015,16:49:58,Friday,30/01/2015 16:49:58,30/01/2015,16:49:58,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/561204686192390146
"@ds9hse, looks like you had one colorful morning!",30/01/2015 16:17:58,30/01/2015,16:17:58,Friday,30/01/2015 16:17:58,30/01/2015,16:17:58,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/561196633783013376
"@TechMinock, looks like your #ColorAlive dragon is really heating things up!",30/01/2015 13:46:59,30/01/2015,13:46:59,Friday,30/01/2015 13:46:59,30/01/2015,13:46:59,Friday,,2,2,Twitter Web Client,http://www.twitter.com/Crayola/status/561158636500959232
"@MomJeansAndGin,  looks like your little artist found a new way to create! We ♥ monkey feet art.",30/01/2015 13:29:15,30/01/2015,13:29:15,Friday,30/01/2015 13:29:15,30/01/2015,13:29:15,Friday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/561154172457078785
"@thecaribbean, while we appreciate your thinking of us, we are not considering ideas from outside the company at this time. :)",29/01/2015 15:54:31,29/01/2015,15:54:31,Thursday,29/01/2015 15:54:31,29/01/2015,15:54:31,Thursday,,4,4,Wilke Global SMART,http://www.twitter.com/Crayola/status/560828342006722561
"@michaelarumkee, that's no fun! DM us w/ the product style number &amp; your full mailing address. :)",29/01/2015 14:41:53,29/01/2015,14:41:53,Thursday,29/01/2015 14:41:53,29/01/2015,14:41:53,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/560810063385100288
"@ForgetfulMomma, hope you're having a colorful morning. :) Happy coloring!",29/01/2015 14:24:40,29/01/2015,14:24:40,Thursday,29/01/2015 14:24:40,29/01/2015,14:24:40,Thursday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/560805732552282112
"@GRECGryphons12, glad we could make quiz day more colorful! Good luck. :)",29/01/2015 14:19:38,29/01/2015,14:19:38,Thursday,29/01/2015 14:19:38,29/01/2015,14:19:38,Thursday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/560804465260134400
"@MacyxycaM, happy to hear your brother loves to create with Crayola! He has quite the collection. :)",29/01/2015 14:12:54,29/01/2015,14:12:54,Thursday,29/01/2015 14:12:54,29/01/2015,14:12:54,Thursday,,1,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/560802772250263552
"@cronium1, you're so welcome! Glad our mess-free finger paints help you and your little one create colorful things together. :)",28/01/2015 21:24:46,28/01/2015,21:24:46,Wednesday,28/01/2015 21:24:46,28/01/2015,21:24:46,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/560549065206038528
"@yankmedia, we're so happy we could be a part of your childhood memories!",28/01/2015 18:25:50,28/01/2015,18:25:50,Wednesday,28/01/2015 18:25:50,28/01/2015,18:25:50,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/560504035418324992
"@yankmedia, our friends @VisitCrayola really know how to unleash their imagination!",28/01/2015 12:47:04,28/01/2015,12:47:04,Wednesday,28/01/2015 12:47:04,28/01/2015,12:47:04,Wednesday,,1,0,Twitter Web Client,http://www.twitter.com/Crayola/status/560418782116859904
"@jeanaegraves, it looks like your dragon is the newest member of the group! Thanks for sharing your #ColorAlive fun w/ us.",28/01/2015 12:44:41,28/01/2015,12:44:41,Wednesday,28/01/2015 12:44:41,28/01/2015,12:44:41,Wednesday,,1,1,Twitter Web Client,http://www.twitter.com/Crayola/status/560418183715504128
Bring your favorite @SkylandersGame characters to life w/ our Crayola #ColorAlive experience. http://t.co/k3P6KNrwET http://t.co/SlPjpv3g9V,28/01/2015 00:00:20,28/01/2015,00:00:20,Wednesday,28/01/2015 00:00:20,28/01/2015,00:00:20,Wednesday,,4,7,Twitter Ads,http://www.twitter.com/Crayola/status/560225829884399618
"@subaruthie, we're so happy we could add a little color to your day!",27/01/2015 17:37:02,27/01/2015,17:37:02,Tuesday,27/01/2015 17:37:02,27/01/2015,17:37:02,Tuesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/560129368677416960
"@GreenerPT3, our licensing partner, Sakar International, can help you! Contact them at crayola@sakar.com. Hope this helps. :)",27/01/2015 15:34:49,27/01/2015,15:34:49,Tuesday,27/01/2015 15:34:49,27/01/2015,15:34:49,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/560098608608198656
"@waffler, in reformulating our markers to the ultra-clean washable, our colors were also enhanced!",27/01/2015 14:24:14,27/01/2015,14:24:14,Tuesday,27/01/2015 14:24:14,27/01/2015,14:24:14,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/560080848423514113
"@ongreenmtn, you're very welcome! Happy to help rescue your stuffed monkey from a little tangle w/ silly putty. Glad he's back to new. :)",27/01/2015 13:40:09,27/01/2015,13:40:09,Tuesday,27/01/2015 13:40:09,27/01/2015,13:40:09,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/560069754892079105
"@CharlieLowery, that doesn't look right! We'd like to help. :) DM us w/ the product style # and your full mailing address!",27/01/2015 13:24:58,27/01/2015,13:24:58,Tuesday,27/01/2015 13:24:58,27/01/2015,13:24:58,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/560065934153748480
"@vbhokiefan, a missing tip is no fun! We'd like to help. :) DM us w/ the product style # and your full mailing address!",27/01/2015 13:06:51,27/01/2015,13:06:51,Tuesday,27/01/2015 13:06:51,27/01/2015,13:06:51,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/560061372156088322
"@mrsgha, thanks for the photo! We'd love to help point you in the right direction. DM us w/ your location. :)",26/01/2015 17:37:08,26/01/2015,17:37:08,Monday,26/01/2015 17:37:08,26/01/2015,17:37:08,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/559767005788913664
"@KdgnRocks, that's not right! DM us w/ your full name &amp; mailing address. We want to make this right for you!",26/01/2015 14:41:32,26/01/2015,14:41:32,Monday,26/01/2015 14:41:32,26/01/2015,14:41:32,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/559722811900854272
"@mrsgha, sorry to see this! We want to help. What's the style #, found on the packaging?",26/01/2015 13:55:20,26/01/2015,13:55:20,Monday,26/01/2015 13:55:20,26/01/2015,13:55:20,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/559711185269166080
"@chelsipcfl, such a young, budding artist w/ room to bloom.  Thanks for sharing.  It's great to see art in action!",26/01/2015 13:50:24,26/01/2015,13:50:24,Monday,26/01/2015 13:50:24,26/01/2015,13:50:24,Monday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/559709945705545728
"@MissLadyyLuckk, looks like you're ready for some snow day fun!",26/01/2015 13:45:51,26/01/2015,13:45:51,Monday,26/01/2015 13:45:51,26/01/2015,13:45:51,Monday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/559708799469379584
"@mishtibaby, we're happy we could make bath time a little more colorful. Thanks for sharing your colorful creations!",26/01/2015 13:44:26,26/01/2015,13:44:26,Monday,26/01/2015 13:44:26,26/01/2015,13:44:26,Monday,,0,1,Twitter Web Client,http://www.twitter.com/Crayola/status/559708443867889665
"@AshleyWFahey, not to worry! All of our products are nontoxic. You may want to call your vet to ease your mind. :)",26/01/2015 13:20:13,26/01/2015,13:20:13,Monday,26/01/2015 13:20:13,26/01/2015,13:20:13,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/559702348000669696
"@jhoizrachelle, we completely agree w/ you! Hope your little artist has fun unleashing his creativity.",26/01/2015 13:08:10,26/01/2015,13:08:10,Monday,26/01/2015 13:08:10,26/01/2015,13:08:10,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/559699314885529601
"@girl_iowagirl20, pls note that we don't condone our crayons being used this way. They haven't been tested for this use and may cause harm.",26/01/2015 13:05:15,26/01/2015,13:05:15,Monday,26/01/2015 13:05:15,26/01/2015,13:05:15,Monday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/559698583751237632
"@EBjorling, your little Picasso looks like she's having a blast. Thanks for sharing!",26/01/2015 13:02:57,26/01/2015,13:02:57,Monday,26/01/2015 13:02:57,26/01/2015,13:02:57,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/559698003838382080
"@KissMySassBby, that doesn't sound fun! DM us w/ the style #, found on the packaging. We can't wait to hear from you!",26/01/2015 12:47:44,26/01/2015,12:47:44,Monday,26/01/2015 12:47:44,26/01/2015,12:47:44,Monday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/559694174791147520
"@Andrew_C_Clark, not to worry, that's ""bloom"". It's when oil in the paraffin wax seeps to the surface &amp; re-crystallizes into a milky powder.",26/01/2015 12:42:10,26/01/2015,12:42:10,Monday,26/01/2015 12:42:10,26/01/2015,12:42:10,Monday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/559692771775500288
"RT @tntdrama: At tonight’s #SAGawards, think back to where your creativity began. http://t.co/Noy9iHx2dk",25/01/2015 23:27:47,25/01/2015,23:27:47,Sunday,25/01/2015 23:27:47,25/01/2015,23:27:47,Sunday,,33,0,Twitter for iPhone,http://www.twitter.com/Crayola/status/559492860765274114
Take your art to the next level w/ #Crayola eXtreme products. #Art #Teacher #MadeWithCrayola http://t.co/Og6lnAW3xm http://t.co/xJFs8MpEyX,23/01/2015 22:30:03,23/01/2015,22:30:03,Friday,23/01/2015 22:30:03,23/01/2015,22:30:03,Friday,,3,9,Twitter Ads,http://www.twitter.com/Crayola/status/558753555058679808
"@SaraJamshidiA, not to worry! You're never too old to color. :)",23/01/2015 21:12:53,23/01/2015,21:12:53,Friday,23/01/2015 21:12:53,23/01/2015,21:12:53,Friday,,1,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/558734136429789184
"@lubeyisms, it's a very colorful responsibility! Learn more about how colors receive their names, here - http://t.co/p7JHkSFHcQ",23/01/2015 20:46:34,23/01/2015,20:46:34,Friday,23/01/2015 20:46:34,23/01/2015,20:46:34,Friday,,1,4,Wilke Global SMART,http://www.twitter.com/Crayola/status/558727513330155522
"@Quirkle5, we're not sure why that might be. You may just want to try another retailer to see if you have the same issue. :)",23/01/2015 15:38:12,23/01/2015,15:38:12,Friday,23/01/2015 15:38:12,23/01/2015,15:38:12,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/558649912112734208
"@AJTAGScholars, great work! We're glad he could express his voice through creativity. :)",23/01/2015 15:29:01,23/01/2015,15:29:01,Friday,23/01/2015 15:29:01,23/01/2015,15:29:01,Friday,,2,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/558647600468209664
"@Quirkle5, feel free to try another retailer, and check w/ their policy before hand. Please let us know if you still have issues. :)",23/01/2015 15:13:43,23/01/2015,15:13:43,Friday,23/01/2015 15:13:43,23/01/2015,15:13:43,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/558643747777683457
"@Quirkle5, we apologize that you are having this issue! We do allow coupons to be combined, but you may want to check the store's policy. :)",23/01/2015 14:57:28,23/01/2015,14:57:28,Friday,23/01/2015 14:57:28,23/01/2015,14:57:28,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/558639660596215808
"@AJTAGScholars, happy our Air-Dry Clay could be used to help these little artists learn about endangered animals!",23/01/2015 14:49:27,23/01/2015,14:49:27,Friday,23/01/2015 14:49:27,23/01/2015,14:49:27,Friday,,2,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/558637640309043200
"@misskassi90, that's no good! We'd like to help. :) DM us w/ the product style # or licensing info on the back of the package.",23/01/2015 14:38:59,23/01/2015,14:38:59,Friday,23/01/2015 14:38:59,23/01/2015,14:38:59,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/558635009725440001
"@Quirkle5, we're sorry for your frustration! What seems to be the problem w/ your coupons?",23/01/2015 12:46:28,23/01/2015,12:46:28,Friday,23/01/2015 12:46:28,23/01/2015,12:46:28,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/558606691479334912
"@mcomping, we want to help! DM us w/ your full mailing address. :)",23/01/2015 12:39:09,23/01/2015,12:39:09,Friday,23/01/2015 12:39:09,23/01/2015,12:39:09,Friday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/558604850330861568
"@schmode77, received your DM. :) Be sure to follow us so that we can reply back!",22/01/2015 21:19:25,22/01/2015,21:19:25,Thursday,22/01/2015 21:19:25,22/01/2015,21:19:25,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/558373392840396800
"@APlusLA, we're inspired by these little artists! We hope they always remember to follow their dreams. :)",22/01/2015 17:41:32,22/01/2015,17:41:32,Thursday,22/01/2015 17:41:32,22/01/2015,17:41:32,Thursday,,0,1,Twitter Web Client,http://www.twitter.com/Crayola/status/558318559915704320
"@schmode77, sorry to hear this! We want to make this right for you. DM us w/ your full mailing address. :)",22/01/2015 17:04:30,22/01/2015,17:04:30,Thursday,22/01/2015 17:04:30,22/01/2015,17:04:30,Thursday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/558309239249461248
"@TechMinock, hands up if you love #ColorAlive! It looks like the whole room agrees. :)",22/01/2015 12:51:07,22/01/2015,12:51:07,Thursday,22/01/2015 12:51:07,22/01/2015,12:51:07,Thursday,,1,1,Twitter Web Client,http://www.twitter.com/Crayola/status/558245472515923968
"@TechMinock, it looks like he doesn't want his picture taken. Thanks for sharing your #ColorAlive selfie!",22/01/2015 12:44:29,22/01/2015,12:44:29,Thursday,22/01/2015 12:44:29,22/01/2015,12:44:29,Thursday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/558243806240571392
"@amandaa1816, that doesn't look like fun! How are you going to color a pumpkin now? DM us w/ your full mailing address, so we can help.",22/01/2015 12:41:16,22/01/2015,12:41:16,Thursday,22/01/2015 12:41:16,22/01/2015,12:41:16,Thursday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/558242997129998337
"@MaddyKelly47, please note that we don't condone our crayons being used this way. They haven't been tested for this use and may cause harm.",22/01/2015 12:38:00,22/01/2015,12:38:00,Thursday,22/01/2015 12:38:00,22/01/2015,12:38:00,Thursday,,0,1,Twitter Web Client,http://www.twitter.com/Crayola/status/558242175381946368
"@TheXboxMom, we think so too! We ♥ your imagination.",21/01/2015 17:55:44,21/01/2015,17:55:44,Wednesday,21/01/2015 17:55:44,21/01/2015,17:55:44,Wednesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/557959748109467649
"@RemiRebel, you're welcome! We're so happy we could make things right. :)",21/01/2015 17:02:31,21/01/2015,17:02:31,Wednesday,21/01/2015 17:02:31,21/01/2015,17:02:31,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/557946353499004928
"@Jess_LynnDay, thanks for sharing this magical discovery! We ♥ a colorful happily ever after.",21/01/2015 17:01:02,21/01/2015,17:01:02,Wednesday,21/01/2015 17:01:02,21/01/2015,17:01:02,Wednesday,,1,2,Wilke Global SMART,http://www.twitter.com/Crayola/status/557945980893802496
RT @VisitCrayola: Tip the Crayon is taking flight at @TheFloridaMall Let the countdown to our #Orlando location begin! @VisitOrlando http:/…,21/01/2015 16:31:21,21/01/2015,16:31:21,Wednesday,21/01/2015 16:31:21,21/01/2015,16:31:21,Wednesday,,12,0,Twitter Web Client,http://www.twitter.com/Crayola/status/557938511291379713
"@KarajehYasmeen, thanks for the ♥!",21/01/2015 15:45:25,21/01/2015,15:45:25,Wednesday,21/01/2015 15:45:25,21/01/2015,15:45:25,Wednesday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/557926948912234496
"@kylelarnold, Tip looks excited to be in the sunshine state. :) Thanks for sharing your colorful discovery!",21/01/2015 15:39:27,21/01/2015,15:39:27,Wednesday,21/01/2015 15:39:27,21/01/2015,15:39:27,Wednesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/557925448072839168
Make your own snowball decoration with our #ModelMagic and washable paint! #KidsCraft #Snow #DIY http://t.co/Kqh9AI4Hd3,21/01/2015 15:00:06,21/01/2015,15:00:06,Wednesday,21/01/2015 15:00:06,21/01/2015,15:00:06,Wednesday,,2,3,Twitter Ads,http://www.twitter.com/Crayola/status/557915547916988416
"@Miaka__M, thanks for sharing these Valentine's Day sweethearts w/ us. We're definitely feeling the ♥!",21/01/2015 12:48:19,21/01/2015,12:48:19,Wednesday,21/01/2015 12:48:19,21/01/2015,12:48:19,Wednesday,,0,1,Twitter Web Client,http://www.twitter.com/Crayola/status/557882382549012481
"@baseballartist, that's a colorful twist! :)",20/01/2015 20:24:31,20/01/2015,20:24:31,Tuesday,20/01/2015 20:24:31,20/01/2015,20:24:31,Tuesday,,0,0,Wilke Global SMART,http://www.twitter.com/Crayola/status/557634798907568128
"@ClassNelson, we can't wait to see what 4D characters you create! Be sure to share your #ColorAlive fun w/ us.",20/01/2015 17:27:21,20/01/2015,17:27:21,Tuesday,20/01/2015 17:27:21,20/01/2015,17:27:21,Tuesday,,0,0,Twitter Web Client,http://www.twitter.com/Crayola/status/557590213296668672
"@loves2teachCNY, we love your creative crayon art! Thanks for sharing your colorful classroom decoration. :)",19/01/2015 21:26:36,19/01/2015,21:26:36,Monday,19/01/2015 21:26:36,19/01/2015,21:26:36,Monday,,0,1,Wilke Global SMART,http://www.twitter.com/Crayola/status/557288038460841985
